8.5804595e-06,7.119267e-06,-1.2569976e-06,1.1851056,-2.7358391,0.7180162,0.8376479,-2.0044527,0.8881925,0.6831821,-1.0989256,1.0412621,0.27783412,-0.0818539,0.996608,1.1914853,-3.1959708,-2.1684287,1.0721745,-2.5451572,-1.6666883,0.9581772,-1.9336944,-1.2152028,0.73685217,-1.1961834,-0.56942713,0.29794955,-3.0756207,-2.737669,0.29830298,-2.3774831,-2.1767523,0.35238037,-1.705241,-1.7209713,0.23063402,-0.99452627,-0.9776573,-0.6809958,-2.4859927,-2.2963505,-0.5477713,-1.9232435,-1.9312308,-0.3588976,-1.3319854,-1.6572688,-0.26262116,-0.72646,-1.0794481,-1.5952377,-1.7880616,-1.8345085,-1.3973091,-1.4185923,-1.6730917,-1.1813426,-1.0620321,-1.540358,-0.87481827,-0.40680003,-1.0302655
4.4146623e-06,-3.801224e-07,9.972906e-06,-1.928124,-2.0803804,-0.349621,-1.7089689,-1.372757,-0.15247613,-1.4199313,-0.61721253,0.19097728,-0.88487417,0.2532171,0.37092417,0.084460616,-3.6303134,-1.0820879,0.02899608,-2.9703426,-0.7541771,-0.017116904,-2.3340645,-0.43557516,-0.16792887,-1.4442121,-0.08750204,0.7277771,-3.3441799,-1.7265618,0.6185222,-2.6883051,-1.3199855,0.5656482,-2.110569,-0.88386905,0.32361397,-1.2369208,-0.46309787,0.87057865,-2.406334,-2.1437628,0.8121711,-1.9303681,-1.7036271,0.81709313,-1.5027381,-1.2359258,0.60032547,-0.85079396,-0.74549574,0.92661,-1.2786605,-2.4482994,0.9430367,-1.0319949,-2.074901,0.9628653,-0.8339982,-1.7136862,0.7882736,-0.28599575,-1.0572706
5.1617135e-06,4.3583492e-07,9.544188e-06,-1.7750757,-2.2222912,-0.17303884,-1.6061513,-1.498307,0.0017182827,-1.3579714,-0.7053847,0.30797768,-0.87644947,0.21593447,0.42548046,0.17775294,-3.6260128,-1.0072707,0.12458393,-2.982051,-0.69073904,0.08400677,-2.353603,-0.3741539,-0.087791145,-1.4617416,-0.031647734,0.7598467,-3.339166,-1.6945611,0.66191703,-2.6935015,-1.296051,0.62032986,-2.1142776,-0.86829674,0.3667191,-1.2395945,-0.44859797,0.82771933,-2.4099512,-2.134726,0.78620064,-1.938309,-1.7105812,0.8126615,-1.5051981,-1.2538025,0.60128367,-0.84625447,-0.76231265,0.8051118,-1.301352,-2.470512,0.8438529,-1.0521679,-2.1129315,0.8871476,-0.8468792,-1.762881,0.73458034,-0.2802056,-1.1058487
2.874246e-06,-1.5314932e-06,1.0264754e-05,-2.0386426,-1.8525141,-0.69767016,-1.7886829,-1.1815107,-0.43844044,-1.4781146,-0.4949216,-0.012568593,-0.89475214,0.29428932,0.2812743,-0.027445763,-3.5520213,-1.2594845,-0.079755336,-2.908328,-0.9081811,-0.12284683,-2.2853098,-0.57063055,-0.25101763,-1.4070523,-0.19850749,0.7151127,-3.274231,-1.8229723,0.5914828,-2.633437,-1.3980929,0.52244633,-2.0768123,-0.9378464,0.29027948,-1.216889,-0.49737155,0.93770355,-2.265481,-2.1466286,0.86200756,-1.8402247,-1.7047241,0.84438735,-1.4625031,-1.2245073,0.6233116,-0.8388732,-0.71796626,1.1143323,-1.142783,-2.3775346,1.1030045,-0.93880504,-2.0024626,1.0927361,-0.7789464,-1.6329472,0.88316715,-0.27688885,-0.9628888
2.5461427e-06,-1.8053083e-07,1.0549342e-05,-2.0359154,-1.9238058,-0.580704,-1.794308,-1.2199626,-0.3851453,-1.4968917,-0.4801997,-0.017842531,-0.9082707,0.34599707,0.2118755,-0.10841447,-3.659747,-0.9082488,-0.14257526,-2.9994285,-0.61713374,-0.16569948,-2.3543248,-0.33131275,-0.28125393,-1.4304736,-0.051081516,0.66642416,-3.4907758,-1.4801855,0.56170666,-2.8112154,-1.110645,0.5026602,-2.2009811,-0.69696695,0.28061888,-1.2855393,-0.35269552,0.9124669,-2.4935262,-1.8905952,0.8523725,-2.0394008,-1.4929076,0.8445329,-1.6196682,-1.0433547,0.63246924,-0.9376087,-0.6042143,1.1231022,-1.4105527,-2.2353814,1.123978,-1.1828648,-1.8802878,1.1209004,-0.99122524,-1.526056,0.91690505,-0.40753984,-0.90674293
1.9453228e-07,-1.0974951e-06,1.0611828e-05,-2.1357615,-1.5070142,-1.0513477,-1.8399454,-0.8731494,-0.7759836,-1.5054545,-0.23111357,-0.31044197,-0.86162317,0.45398438,0.0748609,-0.39162815,-3.587564,-1.0551189,-0.40332603,-2.9214344,-0.75367975,-0.4033978,-2.2725856,-0.47064996,-0.4458677,-1.3511306,-0.18343663,0.49985063,-3.5033581,-1.4861649,0.39825177,-2.8117888,-1.125892,0.33178416,-2.1980705,-0.70942044,0.16571313,-1.2755748,-0.36813065,0.91623104,-2.4755156,-1.7859905,0.834211,-2.0416687,-1.4046586,0.7955682,-1.6543134,-0.9604002,0.59665227,-0.9764031,-0.52865624,1.3252369,-1.4412873,-2.035685,1.2838393,-1.2320067,-1.6853201,1.2337146,-1.0560279,-1.3312755,0.99276537,-0.48536405,-0.733213
1.8715737e-06,1.098501e-06,1.0748154e-05,-1.9958258,-1.9119939,-0.5972589,-1.7732058,-1.2084895,-0.42002636,-1.4940406,-0.43509126,-0.09130281,-0.90527195,0.40497968,0.11116916,-0.22280937,-3.6893594,-0.69344836,-0.24542394,-3.022879,-0.44083995,-0.2556917,-2.3706484,-0.18661179,-0.3524621,-1.4209566,0.028412193,0.58897626,-3.6201017,-1.198285,0.5024599,-2.9222486,-0.8734794,0.443125,-2.2793453,-0.5011548,0.23990487,-1.3246626,-0.23581919,0.928034,-2.7029817,-1.6509498,0.8681655,-2.213651,-1.2801797,0.84863603,-1.7517774,-0.8513731,0.6303187,-1.0159053,-0.48237687,1.2134247,-1.6692486,-2.036575,1.204834,-1.4086063,-1.6871961,1.1879437,-1.1807617,-1.3498427,0.9669803,-0.5182094,-0.797477
-1.5899234e-06,-2.0331763e-06,1.0561457e-05,-2.1227782,-1.131509,-1.4774667,-1.7907706,-0.5666841,-1.1045663,-1.4517813,-0.014172614,-0.5452687,-0.8034232,0.5460255,-0.012218356,-0.60218585,-3.4548428,-1.3691158,-0.5896368,-2.7969599,-1.0238632,-0.5663094,-2.1619692,-0.70391035,-0.5548936,-1.2656645,-0.356494,0.3450745,-3.4294288,-1.6496224,0.26240328,-2.749296,-1.2637677,0.1966487,-2.1603217,-0.82537866,0.07933181,-1.2525753,-0.4427638,0.92096436,-2.487295,-1.8255054,0.825382,-2.0547488,-1.4134755,0.75312215,-1.6754087,-0.95471317,0.55846554,-1.000013,-0.51298904,1.4792305,-1.4953442,-1.9223753,1.3985035,-1.2849945,-1.5555252,1.3055676,-1.111654,-1.1992903,1.0303843,-0.548957,-0.613677
7.425624e-07,-1.3299899e-06,1.0725574e-05,-2.1025176,-1.6008265,-1.0080204,-1.8181849,-0.95893127,-0.7267473,-1.4987557,-0.30458447,-0.26615977,-0.87992954,0.40902826,0.11111921,-0.24051607,-3.5809302,-1.1171083,-0.276385,-2.916309,-0.8033233,-0.30302867,-2.2735398,-0.50771904,-0.3849252,-1.3670905,-0.19806255,0.6205877,-3.4294713,-1.5580792,0.4981776,-2.751657,-1.1858877,0.41566887,-2.1597636,-0.7633659,0.21581428,-1.2577989,-0.4005161,1.0012572,-2.4465282,-1.8715436,0.90607774,-2.00176,-1.4652274,0.8533618,-1.6036018,-1.0097234,0.6254376,-0.93539196,-0.568487,1.3521144,-1.3790064,-2.106086,1.3033161,-1.1585772,-1.7409155,1.2491777,-0.9786725,-1.3805524,0.9895467,-0.42183238,-0.775804
2.3231287e-06,1.2542567e-06,1.0539396e-05,-1.9577885,-1.9509591,-0.48559427,-1.7421954,-1.2506398,-0.3261397,-1.4709873,-0.4638722,-0.027142286,-0.90182024,0.39402258,0.13962439,-0.19153538,-3.6924005,-0.6288613,-0.2187663,-3.0190196,-0.39071682,-0.22992307,-2.3623304,-0.14501992,-0.33235925,-1.418289,0.05799585,0.60040486,-3.6197007,-1.1390239,0.51264083,-2.9123662,-0.8313818,0.4532093,-2.2684886,-0.47842708,0.24588926,-1.3176368,-0.22743513,0.93650043,-2.7639818,-1.6183443,0.8682568,-2.239421,-1.255978,0.8454411,-1.7523113,-0.8432511,0.6213119,-1.0101805,-0.49107087,1.1852713,-1.7168497,-2.0294037,1.1745605,-1.4319357,-1.6876198,1.1582117,-1.1872784,-1.3592944,0.93815184,-0.5157551,-0.8232633
